"id","batch_label","batch_quantity_mts","batch_crop","batch_product","product_origin","year","test_type","storage_type","moisture_maize_grain","Immaturegrains","Discolored_grains","Liveinfestation","total_aflatoxins_ug_kg_maize_grain","abnormal_odours_maize_grain","final_grade","test_date","organisation_id","nvcondition","season","tester","description","Other_colors","broken_kernels_percent_maize_grain","foreign_matter_percent_maize_grain","pest_damaged","rotten","condsample","sampledby","bags_sampled","districts","price","moisturechanges","romerid","totaldefective","url","theurl","expiration","production","batchnumber","batchnumberflour","linkedclient","linkedtones","labtested","sampleowne"
"87","label","4","Maize","Grain","Rwanda","2021","First Test",NULL,"16.1","2.5","2.8","Present","5.4","Absent","4","2021-08-26","183",NULL,"B","Aline Umwari",NULL,"0","0","1.2","0.5","0.9",NULL,"Aline Umwari","30","Kirehe","0",NULL,"21082600057","4.69",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"88","label","8","Maize","Grain","Rwanda","2021","First Test",NULL,"16.4","4.1","1.2","Present","63.2","Present","4","2021-08-26","163",NULL,"B","Aline Umwari",NULL,"0","1.9","0.3","3.2","1.9",NULL,"Aline Umwari","57","Kirehe","0",NULL,"21082600058","8.61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"89","label","20","Maize","Grain","Rwanda","2021","First Test",NULL,"14.2","3.1","3.1","Present","50.2","Absent","4","2021-08-27","67",NULL,"B","Aline Umwari",NULL,"0","2","3.6","4.8","0.2",NULL,"Aline Umwari","60","Kayonza","0",NULL,"21082700059","9.24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"90","label","27","Maize","Grain","Rwanda","2021","First Test",NULL,"16.7","1.2","2.1","Present","100","Present","4","2021-08-27","129",NULL,"B","Aline Umwari",NULL,"1.7","1.6","2.2","2.8","5.1",NULL,"Aline Umwari","67","Kayonza","0",NULL,"21082700060","8.96",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"91","label","40","Maize","Grain","Tanzania","2021","First Test",NULL,"12.3","2.9","0","Present","56.4","Absent","4","2021-08-30","94",NULL,NULL,"Aline Umwari",NULL,"0.9","1.2","1.6","4.5","3.1",NULL,"Aline Umwari","86",NULL,"0",NULL,"21083000063","8.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"92","label","32","Maize","Grain","Tanzania","2021","First Test",NULL,"12.8","2.3","0","Present","5.2","Absent","4","2021-08-30","182",NULL,NULL,"Aline Umwari",NULL,"0","1.7","0.7","1.4","4.2",NULL,"Aline Umwari","71",NULL,"0",NULL,"21083000061","6.72",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"93","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"12.8","2.4","0.3","Present","8.9","Absent","4","2021-08-30","182",NULL,NULL,"Aline Umwari",NULL,"0","1.8","1","0.1","3.5",NULL,"Aline Umwari","67",NULL,"0",NULL,"21083000062","5.67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"94","label","20","Maize","Grain","Rwanda","2021","First Test",NULL,"14.6","1.9","2.6","Present","134.3","Absent","4","2021-08-30","128",NULL,"B","Aline Umwari",NULL,"0","0.6","2.1","5.2","4.9",NULL,"Aline Umwari","52","Nyagatare","0",NULL,"21083000066","10.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"95","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"15.3","2.7","0","Present","5.6","Absent","4","2021-08-30","27",NULL,NULL,"Aline Umwari",NULL,"0","0","0.2","0","0",NULL,"Aline Umwari","65",NULL,"0",NULL,"21083000064","1.89",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"96","label","2","Maize","Grain","Rwanda","2021","First Test",NULL,"16.3","2","0","Present","100","Absent","4","2021-08-30","134",NULL,"B","Aline Umwari",NULL,"0","0.1","0.1","0.3","0.5",NULL,"Aline Umwari","21","Nyagatare","0",NULL,"21083000065","2.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"97","label","15","Maize","Grain","Rwanda","2021","First Test",NULL,"14","1.3","0.7","Present","5.8","Absent","4","2021-08-31","44",NULL,"A","Aline Umwari",NULL,"0.2","0.3","2.4","6.2","3.4",NULL,"Aline Umwari","53","Nyagatare","0",NULL,"21083100067","8.33",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"98","label","700","Maize","Grain","Rwanda","2021","First Test",NULL,"14.3","0.4","0.4","Present","100","Present","4","2021-08-31","44",NULL,"A","Aline Umwari",NULL,"0","1.8","2.9","6.8","4.7",NULL,"Aline Umwari","79","Nyagatare","0",NULL,"21083100068","9.87",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"99","label","32","Maize","Grain","Tanzania","2021","First Test",NULL,"13.5","1.6","0","Present","2.9","Absent","4","2021-02-09","94",NULL,NULL,"Aline Umwari",NULL,"0","0","2","0","6.2",NULL,"Aline Umwari","64",NULL,"0",NULL,"21090200071","5.46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"100","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"13.5","4.6","0.4","Present","46","Absent","4","2021-02-09","94",NULL,NULL,"Aline Umwari",NULL,"0","0.3","1","3.2","6",NULL,"Aline Umwari","64",NULL,"0",NULL,"21090200069","10.15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"101","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"13.5","2.9","0","Present","16.6","Absent","4","2021-02-09","94",NULL,NULL,"Aline Umwari",NULL,"0.4","0","1.4","3.6","5.2",NULL,"Aline Umwari","62",NULL,"0",NULL,"21090200070","8.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"102","label","35","Maize","Grain","Tanzania","2021","First Test",NULL,"13.5","4","0","Present","10.6","Absent","4","2021-02-09","97",NULL,NULL,"Aline Umwari",NULL,"2","0","1","9.6","1.6",NULL,"Aline Umwari","62",NULL,"0",NULL,"21090200072","10.64",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"103","label","40","Maize","Grain","Rwanda","2021","First Test",NULL,"13","1.3","1.8","Absent","100","Absent","2","2021-03-09","104",NULL,"B","Aline Umwari",NULL,"0","1.6","0.3","0","0.3",NULL,"Aline Umwari","600",NULL,"0",NULL,"21090300075","3.5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"104","label","40","Maize","Grain","Rwanda","2021","First Test",NULL,"13.3","0.9","1.4","Absent","30.6","Absent","2","2021-03-09","104",NULL,"B","Aline Umwari",NULL,"0","1.4","0.4","0","1.9",NULL,"Aline Umwari","600",NULL,"0",NULL,"21090300076","3.92",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"105","label","15","Maize","Grain","Tanzania","2021","First Test",NULL,"14.6","2.4","0","Present","3.9","Absent","4","2021-03-09","174",NULL,NULL,"Aline Umwari",NULL,"0","1.4","1.9","4.2","3.4",NULL,"Aline Umwari","32",NULL,"0",NULL,"21090300074","7.98",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"106","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"15.7","3.2","0.1","Present","21.7","Absent","4","2021-03-09","103",NULL,"B","Aline Umwari",NULL,"0","0.3","1.6","2.8","0.2",NULL,"Aline Umwari","41","Nyagatare","0",NULL,"21090300073","4.62",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"107","label","40","Maize","Grain","Rwanda","2021","First Test",NULL,"12.8","1.1","0","Absent","4.9","Absent","2","2021-06-09","104",NULL,NULL,"Aline Umwari",NULL,"0","1","0.3","0.2","0.3",NULL,NULL,"600",NULL,"0",NULL,"21090600079","1.82",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"108","label","40","Maize","Grain","Rwanda","2021","First Test",NULL,"13","0.5","0.3","Absent","4.6","Absent","1","2021-06-09","104",NULL,NULL,"Aline Umwari",NULL,"0","0.1","0.4","0.5","0.2",NULL,NULL,"600",NULL,"0",NULL,"21090600080","1.12",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"109","label","30","Maize","Grain","Tanzania","2021","First Test",NULL,"13.5","3.4","0","Present","3.8","Absent","4","2021-06-09","182",NULL,NULL,"Aline Umwari",NULL,"0","0.7","0.9","0","1",NULL,"Aline Umwari","61",NULL,"0",NULL,"21090600078","3.57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"110","label","3","Maize","Grain","Rwanda","2021","First Test",NULL,"15.3","2.8","3.8","Present","83.5","Absent","4","2021-06-09","59",NULL,"B","Aline Umwari",NULL,"1.6","0.4","0.2","0.9","0.6",NULL,"Aline Umwari","23","Nyagatare","0",NULL,"21090600077","5.95",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"111","label","20","Maize","Grain","Rwanda","2021","First Test",NULL,"13.2","4.6","1.3","Absent","61.9","Absent","4","2021-07-09","52",NULL,"A","Aline Umwari",NULL,"0.7","0.9","0.2","0.5","0.8",NULL,"Aline Umwari","46","Ngoma","0",NULL,"21090700081","5.67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"112","label","20","Maize","Grain","Rwanda","2021","First Test",NULL,"12.6","5.1","2.3","Absent","42.5","Present","4","2021-07-09","52",NULL,"A","Aline Umwari",NULL,"1.6","1.3","0.7","1.5","4.6",NULL,"Aline Umwari","42","Nyagatare","0",NULL,"21090700082","10.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"113","label","30","Maize","Grain","Rwanda","2021","First Test",NULL,"13.7","4.2","1.6","Present","12.4","Absent","4","2021-07-09","52",NULL,"B","Aline Umwari",NULL,"0.6","0.1","0.8","3.6","2.9",NULL,"Aline Umwari","63","Nyagatare","0",NULL,"21090700083","8.68",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"114","label","17","Maize","Grain","Rwanda","2021","First Test",NULL,"14.2","3.2","1.1","Absent","74.9","Absent","4","2021-07-09","20",NULL,"B","Aline Umwari",NULL,"0","1.7","2.1","0.9","3.5",NULL,"Aline Umwari","36","Nyagatare","0",NULL,"21090700084","7.28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"115","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"15.2","1.9","1.3","Present","37.5","Present","4","2021-08-09","153",NULL,"B","Aline Umwari",NULL,"0","0.3","0.4","1.5","2.7",NULL,"Aline Umwari","37","Nyagatare","0",NULL,"21090800087","5.39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"116","label","30","Maize","Grain","Rwanda","2021","First Test",NULL,"14.1","0.6","3.9","Present","74.7","Absent","4","2021-08-09","99",NULL,"B","Aline Umwari",NULL,"0","1.2","2.3","2.1","1.9",NULL,"Aline Umwari","67","Nyagatare","0",NULL,"21090800086","6.79",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"117","label","20","Maize","Grain","Rwanda","2021","First Test",NULL,"14.7","1.5","4.2","Present","25","Absent","4","2021-08-09","160",NULL,"B","Aline Umwari",NULL,"0.7","1.2","1.9","3.6","1.7",NULL,"Aline Umwari","57","Nyagatare","0",NULL,"21090800085","8.54",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"118","label","30","Maize","Grain","Rwanda","2021","First Test",NULL,"15","0.5","0","Present","25","Absent","4","2021-09-09","182",NULL,"B","Aline Umwari",NULL,"0.8","0.9","0.7","1.3","2.8",NULL,"Aline Umwari","64","Nyagatare","0",NULL,"21090900091","3.85",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"119","label","30","Maize","Grain","Tanzania","2021","First Test",NULL,"14.7","1.3","0","Present","69.6","Absent","4","2021-09-09","182",NULL,NULL,"Aline Umwari",NULL,"0","0.5","0.9","1.2","2.7",NULL,"Aline Umwari","60",NULL,"0",NULL,"21090900092","3.99",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"120","label","6","Maize","Grain","Rwanda","2021","First Test",NULL,"14.5","2.9","2.3","Present","5.7","Absent","4","2021-09-09","99",NULL,"B","Aline Umwari",NULL,"0","0.9","0.4","1.9","1.9",NULL,"Aline Umwari","22","Nyagatare","0",NULL,"21090900090","6.93",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"121","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"15.5","2.1","0.4","Present","13.5","Absent","4","2021-09-09","172",NULL,"B","Aline Umwari",NULL,"0","0.3","0.8","1.8","3.1",NULL,"Aline Umwari","37","Nyagatare","0",NULL,"21090900088","5.39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"122","label","8","Maize","Grain","Rwanda","2021","First Test",NULL,"14","1.7","5.2","Present","29","Absent","4","2021-09-09","101",NULL,"B","Aline Umwari",NULL,"2.3","3.1","2.7","0.4","2.5",NULL,"Aline Umwari","26","Nyagatare","0",NULL,"21090900089","9.03",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"123","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"15.6","2.1","2.4","Present","11.9","Absent","4","2021-10-09","67",NULL,"A","Aline Umwari",NULL,"0","1.2","2.3","3.4","3.2",NULL,"Aline Umwari","23","kayonza","0",NULL,"21091000095","8.61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"124","label","20","Maize","Grain","Rwanda","2021","First Test",NULL,"14","4.5","0.7","Present","5.1","Absent","4","2021-10-09","67",NULL,"B","Aline Umwari",NULL,"0","0.4","2.1","2.5","4.2",NULL,"Aline Umwari","60","Kayonza","0",NULL,"21091000096","8.61",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"125","label","7","Maize","Grain","Rwanda","2021","First Test",NULL,"15.1","5.4","1.5","Present","4.6","Absent","4","2021-10-09","156",NULL,"B","Aline Umwari",NULL,"0.5","2.1","1.9","2.4","1.4",NULL,"Aline Umwari","17","kayonza","0",NULL,"21091000094","8.96",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"126","label","5","Maize","Grain","Rwanda","2021","First Test",NULL,"15","3.1","3.1","Present","4","Absent","4","2021-10-09","90",NULL,"B","Aline Umwari",NULL,"1.2","3.2","1.7","1.6","2.5",NULL,"Aline Umwari","14","Kayonza","0",NULL,"21091000093","9.45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"127","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"14","1.9","1.8","Absent","100","Absent","4","2021-09-13","88",NULL,"B","Aline Umwari",NULL,"0","2.5","2.3","1.7","3.5",NULL,"Aline Umwari","32","Nyagatare","0",NULL,"21091300098","7.98",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"128","label","37","Maize","Grain","Rwanda","2021","First Test",NULL,"13.2","0.9","0.7","Absent","15.4","Absent","2","2021-09-13","52",NULL,"B","Aline Umwari",NULL,"0","2","0.3","0.8","1.9",NULL,"Aline Umwari","62","Nyagatare","0",NULL,"21091300099","4.41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"129","label","3","Maize","Grain","Rwanda","2021","First Test",NULL,"14","3.1","2.3","Present","100","Absent","4","2021-09-13","180",NULL,"B","Aline Umwari",NULL,"0.4","0.8","1.3","2.1","3.5",NULL,"Aline Umwari","14","Nyagatare","0",NULL,"21091300100","8.26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"130","label","4","Maize","Grain","Rwanda","2021","First Test",NULL,"12.9","1.5","1.3","Absent","4.9","Absent","4","2021-09-13","75",NULL,"B","Aline Umwari",NULL,"0.8","1.7","0.9","2.4","3.9",NULL,"Aline Umwari","15","Nyagatare","0",NULL,"21091300097","7.56",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"131","label","20","Maize","Grain","Rwanda","2021","First Test",NULL,"14.8","2.5","0.8","Present","79.9","Present","4","2021-09-14","153",NULL,"B","Aline Umwari",NULL,"0","1.5","0.8","1.9","1.4",NULL,"Aline Umwari",NULL,"Nyagatare","0",NULL,"21091400105","5.67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"132","label","5","Maize","Grain","Rwanda","2021","First Test",NULL,"14","3.2","0.5","Present","8","Absent","4","2021-09-14","160",NULL,"B","Aline Umwari",NULL,"0.1","0.8","1.9","2.4","1.2",NULL,"Aline Umwari","41","Nyagatare","0",NULL,"21091400104","5.67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"133","label","8","Maize","Grain","Rwanda","2021","First Test",NULL,"13.4","5.8","2.3","Present","43.8","Absent","4","2021-09-14","95",NULL,"B","Aline Umwari",NULL,"0.3","1.9","1.6","1.8","1.4",NULL,"Aline Umwari","29","Nyagatare","0",NULL,"21091400103","9.24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"134","label","20","Maize","Grain","Rwanda","2021","First Test",NULL,"13.2","2.6","2","Absent","38.6","Absent","3","2021-09-14","42",NULL,"B","Aline Umwari",NULL,"0","1.6","1.2","1.7","0.3",NULL,"Aline Umwari","30","Nyagatare","0",NULL,"21091400101","5.74",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"135","label","15","Maize","Grain","Rwanda","2021","First Test",NULL,"14","5.2","2.4","Present","3.2","Absent","4","2021-09-14","21",NULL,"B","Aline Umwari",NULL,"0.1","1.5","0.5","1.5","3.2",NULL,"Aline Umwari","43","Nyagatare","0",NULL,"21091400102","9.66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"136","label","65","Maize","Grain","Rwanda","2021","First Test",NULL,"12.8","5.3","3.3","Present","31.3","Absent","4","2021-09-15","149",NULL,NULL,NULL,NULL,NULL,"3.3","2.5","10.6","2.3",NULL,NULL,"127",NULL,"0",NULL,NULL,"17.36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"137","label","140","Maize","Grain","Rwanda","2021","First Test",NULL,"14","6.1","2.1","Present","30.5","Absent","4","2021-09-15","149",NULL,NULL,NULL,NULL,NULL,"2.9","2.1","9.4","2.7",NULL,NULL,"155",NULL,"0",NULL,NULL,"16.24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"138","label","5","Maize","Grain","Rwanda","2021","First Test",NULL,"13.7","1.9","1.6","Present","20.3","Absent","4","2021-09-16","103",NULL,"B","Aline Umwari",NULL,"0","0.9","0.5","2.6","0.9",NULL,"Aline Umwari","37","Nyagatare","0",NULL,"21091600106","5.53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"139","label","3","Maize","Grain","Rwanda","2021","First Test",NULL,"14","2.6","1.3","Present","9.5","Absent","4","2021-09-16","100",NULL,"B","Aline Umwari",NULL,"0.1","1.2","0","0.9","1.3",NULL,"Aline Umwari","12","Nyagatare","0",NULL,"21091600107","5.11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"140","label","672.71","Maize","Grain","Rwanda","2021","First Test",NULL,"13.4","10.5","7","Present","37.8","Absent","4","2021-09-17","118",NULL,NULL,NULL,NULL,NULL,"3.6","0.9","7.5","1",NULL,NULL,NULL,NULL,"0",NULL,NULL,"20.72",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"141","label","691.41","Maize","Grain","Rwanda","2021","First Test",NULL,"14.1","13.5","15","Present","26","Absent","4","2021-09-17","118",NULL,NULL,NULL,NULL,"6","4.5","0.3","5.1","2.4",NULL,NULL,NULL,NULL,"0",NULL,NULL,"28.35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"142","label","9","Maize","Grain","Rwanda","2021","First Test",NULL,"13.1","5.1","1.1","Present","6.1","Absent","4","2021-09-21","52",NULL,"B","Aline Umwari",NULL,"0","1.5","0.9","0.6","2.4",NULL,"Aline Umwari","24","Nyagatare","0",NULL,"21092100109","7.49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"143","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"14.1","3.2","3.1","Present","44.2","Absent","4","2021-09-21","52",NULL,"B","Aline Umwari",NULL,"0.9","1.8","0.4","2.4","1.9",NULL,"Aline Umwari","67","Nyagatare","0",NULL,"21092100110","8.68",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"144","label","15","Maize","Grain","Rwanda","2021","First Test",NULL,"14.9","4.1","1.6","Present","67.1","Absent","4","2021-09-21","153",NULL,"B","Aline Umwari",NULL,"0","2.3","0.2","1","1.3",NULL,"Aline Umwari","2","Nyagatare","0",NULL,"21092100113","7.21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"145","label","30","Maize","Grain","Rwanda","2021","First Test",NULL,"13.6","3.4","0.6","Present","8.8","Absent","4","2021-09-21","99",NULL,"B","Aline Umwari",NULL,"0","0.6","0.3","1.4","1.6",NULL,"Aline Umwari","51","Nyagatare","0",NULL,"21092100111","5.32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"146","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"13.1","3.4","2.6","Present","65.5","Absent","4","2021-09-21","172",NULL,"B","Aline Umwari",NULL,"0.4","0.9","0.9","1.4","2",NULL,"Aline Umwari","31","Nyagatare","0",NULL,"21092100112","7.21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"147","label","12","Maize","Grain","Rwanda","2021","First Test",NULL,"13.4","4.1","1.7","Present","5.3","Absent","4","2021-09-21","165",NULL,"B","Aline Umwari",NULL,"0.1","1.9","0.7","2.6","3.3",NULL,"Aline Umwari","61","Nyagatare","0",NULL,"21092100108","9.52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"148","label","10","Maize","Grain","Rwanda","2021","First Test",NULL,"13.8","2.3","0.9","Present","18.2","Absent","4","2021-09-21","160",NULL,"B","Aline Umwari",NULL,"0","0.4","0","1.2","2.1",NULL,"Aline Umwari","30","Nyagatare","0",NULL,"21092100114","4.83",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"149","label","300","Maize","Grain","Rwanda","2021","First Test",NULL,"13.5","0.2","0","Absent","5.5","Absent","1","2021-09-22","84",NULL,"B","Aline Umwari",NULL,"0","0","0","0","0",NULL,"Aline Umwari","50","Nyanza","0",NULL,"21092200118","0.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"150","label","8","Maize","Grain","Rwanda","2021","First Test",NULL,"16.7","2.2","1.2","Present","6.2","Absent","4","2021-09-22","128",NULL,"B","Aline Umwari",NULL,"0","1.2","0.6","0","0.5",NULL,"Aline Umwari","20","Nyagatare","0",NULL,"21092200115","3.57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"151","label","50","Maize","Grain","Rwanda","2021","First Test",NULL,"14.8","3.1","2.3","Present","83.7","Present","4","2021-09-22","128",NULL,"B","Aline Umwari",NULL,"1.2","1.7","0.2","1.3","1.9",NULL,"Aline Umwari","71","Nyagatare","0",NULL,"21092200116","7.21",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"152","label","4","Maize","Grain","Rwanda","2021","First Test",NULL,"13.8","2.6","1.9","Present","91.3","Present","4","2021-09-22","34",NULL,"B","Aline Umwari",NULL,"0.5","1.3","0.5","2.2","2.4",NULL,"Aline Umwari","13","Nyagatare","0",NULL,"21092200117","7.28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
"153","label","25","Maize","Grain","Rwanda","2021","First Test",NULL,"13.5","3.1","1.8","Absent","6","Absent","4","2021-09-23","52",NULL,"B","Aline Umwari",NULL,"0","1.5","1.2","1.2","0.6",NULL,"Aline Umwari","34","Nyagatare","0",NULL,"21092300119","5.74",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kigali Laboratory",
